,sentence,process,catalyst
88,"2.2.2 Preparation of supported Pt-based catalysts In a typical synthesis of the supported Pt catalyst , Pt ( acac ) 2 ( 100 mg , 0.25 mmol ) , 40 mL of benzyl alcohol and 800 mg of dry support were mixed together at room temperature and then stirred for 10 min .",temperature,Pt
89,"Resultant bimetallic catalysts are denoted as Ru ( 5 ) Molality ( x ) /AC-N-13 , where Molality and x stand for a bimetal used and weight percent of the metal , respectively .",weight,Ru
90,"Resultant bimetallic catalysts are denoted as Ru ( 5 ) Molality ( x ) /AC-N-13 , where Molality and x stand for a bimetal used and weight percent of the metal , respectively .",Molality,Ru
91,( 9 ) ) is generally catalyzed by a nickel-based catalyst at temperatures ranging from 900 to 1200 °K and at pressures from 5 to 25 bars .,temperature,nickel
92,( 9 ) ) is generally catalyzed by a nickel-based catalyst at temperatures ranging from 900 to 1200 °K and at pressures from 5 to 25 bars .,pressure,nickel
93,( 8 ) 2 C O ( gram ) → C O 2 ( gram ) + C ( s ) The solid carbon formation during steam reforming process should be avoided so as not to decrease the conversion efficiency of the catalyst .,gram,C
94,"The sample ( 100 mg ) was priorly heated from room temperature to 323 kelvin at 10 K/min in He , dwelling for 30 min ; afterward , H2 was flushed ( 20 mL/min ) heating to 523 kelvin at 5 K/min , dwelling for 2 hours ; maintaining the same temperature , He was used again for 1 h. After cooling down , the catalyst was titrated by H2 pulses , assuming an adsorption stoichiometry 1:1 for Pt : H. The performance of the reaction was estimated using four parameters conventionally used in the APR literature : • the carbon to gas conversion , defined as the ratio between the moles of carbon in the gas product molfinCgas and the moles of carbon in the feed molinCfeedstock ( eq.9 ) ; • the H2 gas distribution , defined as the ratio between the moles of hydrogen present in the gas phase as molecular hydrogen ( molfinH2 ) after the reaction and the moles of total hydrogen present in the final gas phase ( that is , also as alkanes ) ( eq.10 ) ; • the H2 productivity is defined as the moles of hydrogen produced mmolfinH2 divided by the moles of carbon in the feed molinCfeedstock ( eq .",temperature,Pt
95,"The sample ( 100 mg ) was priorly heated from room temperature to 323 kelvin at 10 K/min in He , dwelling for 30 min ; afterward , H2 was flushed ( 20 mL/min ) heating to 523 kelvin at 5 K/min , dwelling for 2 hours ; maintaining the same temperature , He was used again for 1 h. After cooling down , the catalyst was titrated by H2 pulses , assuming an adsorption stoichiometry 1:1 for Pt : H. The performance of the reaction was estimated using four parameters conventionally used in the APR literature : • the carbon to gas conversion , defined as the ratio between the moles of carbon in the gas product molfinCgas and the moles of carbon in the feed molinCfeedstock ( eq.9 ) ; • the H2 gas distribution , defined as the ratio between the moles of hydrogen present in the gas phase as molecular hydrogen ( molfinH2 ) after the reaction and the moles of total hydrogen present in the final gas phase ( that is , also as alkanes ) ( eq.10 ) ; • the H2 productivity is defined as the moles of hydrogen produced mmolfinH2 divided by the moles of carbon in the feed molinCfeedstock ( eq .",kelvin,Pt
96,"A series of CeO2-supported Ru , Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3 , SnCl2 and H3BO3 as the precursors .",molar ratio,CeO2
97,"A series of CeO2-supported Ru , Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3 , SnCl2 and H3BO3 as the precursors .",molar ratio,SnCl2
98,"A series of CeO2-supported Ru , Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3 , SnCl2 and H3BO3 as the precursors .",molar ratio,RuCl3
99,"A series of CeO2-supported Ru , Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3 , SnCl2 and H3BO3 as the precursors .",molar ratio,Sn
100,"A series of CeO2-supported Ru , Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3 , SnCl2 and H3BO3 as the precursors .",molar ratio,Ru
101,The catalyst was finally obtained after reduction process in a tube furnace under 60 mL/min of 15 vol. % H2/Ar flow at 350 celcius for 3 h with a heating rate of 2 °C/min .,celcius,Ar
102,"The reference experiment of exchange between D2 and products was further performed in the presence of catalyst ( conditions : 20 mg of Ru2Sn2B1/CeO2 catalyst , 60 μL of product , 10 mL of n-dodecane , 100 celcius , 1 pressure of D2 , and 12 h of time duration ) .",pressure,CeO2
103,"The reference experiment of exchange between D2 and products was further performed in the presence of catalyst ( conditions : 20 mg of Ru2Sn2B1/CeO2 catalyst , 60 μL of product , 10 mL of n-dodecane , 100 celcius , 1 pressure of D2 , and 12 h of time duration ) .",pressure,Ru2Sn2B1
104,"The reference experiment of exchange between D2 and products was further performed in the presence of catalyst ( conditions : 20 mg of Ru2Sn2B1/CeO2 catalyst , 60 μL of product , 10 mL of n-dodecane , 100 celcius , 1 pressure of D2 , and 12 h of time duration ) .",celcius,CeO2
105,"The reference experiment of exchange between D2 and products was further performed in the presence of catalyst ( conditions : 20 mg of Ru2Sn2B1/CeO2 catalyst , 60 μL of product , 10 mL of n-dodecane , 100 celcius , 1 pressure of D2 , and 12 h of time duration ) .",celcius,Ru2Sn2B1
106,CeO2 ) ceria samples were calcined at 550 celcius ( heating rate 3 °C/min ) for 9 h before being used as a catalyst support .,celcius,CeO2
107,The Pt/m-CN-x catalysts were obtained after drying in the vacuum oven at 60 celcius overnight .,celcius,Pt
108,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",temperature,CH4
109,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",temperature,Ar
110,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",temperature,MoC
111,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",temperature,palladium
112,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",weight,CH4
113,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",weight,Ar
114,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",weight,MoC
115,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",weight,palladium
116,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",celcius,CH4
117,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",celcius,Ar
118,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",celcius,MoC
119,"After carburization in CH4/H2 flow at 700 celcius for 2 h , the achieved sample was cooled down naturally to room temperature and treated with a flow of O2/Ar mixture gas ( 1/99 v/v , 30 mL·min−1 ) for 12 h. The obtained catalyst was labeled as xPd/MoC , where x indicates the approximate weight percentage of palladium .",celcius,palladium
120,"To clarify the effect of support on the catalytic activity of MoC-based catalysts for methanol decomposition , the α-MoC catalyst was also synthesized by the temperature programmed reaction method published in the literature .",temperature,MoC
121,"To clarify the effect of support on the catalytic activity of MoC-based catalysts for methanol decomposition , the α-MoC catalyst was also synthesized by the temperature programmed reaction method published in the literature .",gram,MoC
122,"( 1 ) C H 3 OH conversion ( % ) = F CO , out + F C O 2 , out + F C H 4 , out F C H 3 OH , in × 100 ( 2 ) CO selectivity ( % ) = F CO , out F CO , out + F C O 2 , out + F C H 4 , out × 100 ( 3 ) C O 2 selectivity ( % ) = F C O 2 , out F CO , out + F C O 2 , out + F C H 4 , out × 100 ( 4 ) C H 4 selectivity ( % ) = F C H 4 , out F CO , out + F C O 2 , out + F C H 4 , out × 100 In addition to the catalytic activity test , the temperature programmed surface reaction ( TPSR ) of methanol on α-MoC and 0.5Pd/MoC catalysts was performed in a micro reactor to investigate the reaction pathway for methanol decomposition .",temperature,MoC
123,"( 1 ) C H 3 OH conversion ( % ) = F CO , out + F C O 2 , out + F C H 4 , out F C H 3 OH , in × 100 ( 2 ) CO selectivity ( % ) = F CO , out F CO , out + F C O 2 , out + F C H 4 , out × 100 ( 3 ) C O 2 selectivity ( % ) = F C O 2 , out F CO , out + F C O 2 , out + F C H 4 , out × 100 ( 4 ) C H 4 selectivity ( % ) = F C H 4 , out F CO , out + F C O 2 , out + F C H 4 , out × 100 In addition to the catalytic activity test , the temperature programmed surface reaction ( TPSR ) of methanol on α-MoC and 0.5Pd/MoC catalysts was performed in a micro reactor to investigate the reaction pathway for methanol decomposition .",gram,MoC
124,2.3.2 Photo-catalytic oxidation of 2-naphthol to BINOL The oxidation of 2-naphthol was also investigated using AuVOx or AuVOx-MWCNTs catalysts using H2O2 and molecular O2 as an oxidant under light at room temperature .,temperature,BINOL
125,"The photocatalytic performance of the prepared photocatalyst Fe-SnO2 was carried out in a reaction tube ( 100 cm3 , pyrex ) containing 20 mg photocatalyst and 10 mL of various solutions containing water : alcohol ( 1:1 by volume ) mixed solvents such as water : methanol ( HM ) , water : ethanol ( HE ) , water : propanol ( HP ) , KOH and combine solution of Na2S and Na2SO3 ( 0.1 Molality and 0.02 Molality ) was added to the reaction mixture .",Molality,Fe
126,"The photocatalytic performance of the prepared photocatalyst Fe-SnO2 was carried out in a reaction tube ( 100 cm3 , pyrex ) containing 20 mg photocatalyst and 10 mL of various solutions containing water : alcohol ( 1:1 by volume ) mixed solvents such as water : methanol ( HM ) , water : ethanol ( HE ) , water : propanol ( HP ) , KOH and combine solution of Na2S and Na2SO3 ( 0.1 Molality and 0.02 Molality ) was added to the reaction mixture .",Molality,Na2S
127,"The photocatalytic performance of the prepared photocatalyst Fe-SnO2 was carried out in a reaction tube ( 100 cm3 , pyrex ) containing 20 mg photocatalyst and 10 mL of various solutions containing water : alcohol ( 1:1 by volume ) mixed solvents such as water : methanol ( HM ) , water : ethanol ( HE ) , water : propanol ( HP ) , KOH and combine solution of Na2S and Na2SO3 ( 0.1 Molality and 0.02 Molality ) was added to the reaction mixture .",Molality,Na2SO3
128,"The photocatalytic performance of the prepared photocatalyst Fe-SnO2 was carried out in a reaction tube ( 100 cm3 , pyrex ) containing 20 mg photocatalyst and 10 mL of various solutions containing water : alcohol ( 1:1 by volume ) mixed solvents such as water : methanol ( HM ) , water : ethanol ( HE ) , water : propanol ( HP ) , KOH and combine solution of Na2S and Na2SO3 ( 0.1 Molality and 0.02 Molality ) was added to the reaction mixture .",Molality,KOH
129,"The photocatalytic performance of the prepared photocatalyst Fe-SnO2 was carried out in a reaction tube ( 100 cm3 , pyrex ) containing 20 mg photocatalyst and 10 mL of various solutions containing water : alcohol ( 1:1 by volume ) mixed solvents such as water : methanol ( HM ) , water : ethanol ( HE ) , water : propanol ( HP ) , KOH and combine solution of Na2S and Na2SO3 ( 0.1 Molality and 0.02 Molality ) was added to the reaction mixture .",Molality,SnO2
130,"The photocatalytic performance of the prepared photocatalyst Fe-SnO2 was carried out in a reaction tube ( 100 cm3 , pyrex ) containing 20 mg photocatalyst and 10 mL of various solutions containing water : alcohol ( 1:1 by volume ) mixed solvents such as water : methanol ( HM ) , water : ethanol ( HE ) , water : propanol ( HP ) , KOH and combine solution of Na2S and Na2SO3 ( 0.1 Molality and 0.02 Molality ) was added to the reaction mixture .",volume,Fe
131,"The photocatalytic performance of the prepared photocatalyst Fe-SnO2 was carried out in a reaction tube ( 100 cm3 , pyrex ) containing 20 mg photocatalyst and 10 mL of various solutions containing water : alcohol ( 1:1 by volume ) mixed solvents such as water : methanol ( HM ) , water : ethanol ( HE ) , water : propanol ( HP ) , KOH and combine solution of Na2S and Na2SO3 ( 0.1 Molality and 0.02 Molality ) was added to the reaction mixture .",volume,Na2S
132,"The photocatalytic performance of the prepared photocatalyst Fe-SnO2 was carried out in a reaction tube ( 100 cm3 , pyrex ) containing 20 mg photocatalyst and 10 mL of various solutions containing water : alcohol ( 1:1 by volume ) mixed solvents such as water : methanol ( HM ) , water : ethanol ( HE ) , water : propanol ( HP ) , KOH and combine solution of Na2S and Na2SO3 ( 0.1 Molality and 0.02 Molality ) was added to the reaction mixture .",volume,Na2SO3
