,sentence,process_name
143,"After that, reaction was carried out at 100 °C and 20 bar of H2 with a stirring speed of 900 rpm using a magnetic stirrer for 2 h. After reaction, the reactor was cooled down to room temperature in an ice bath and then carefully depressurized.",pressure
144,"After that, reaction was carried out at 100 °C and 20 bar of H2 with a stirring speed of 900 rpm using a magnetic stirrer for 2 h. After reaction, the reactor was cooled down to room temperature in an ice bath and then carefully depressurized.",celcius
145,The electron paramagnetic resonance (EPR) spectra was recorded on JEOL EMX EPR spectrometer with operating at 77 K by using an X-band (9.65 GHZ and 0.94 m).,molarity
146,The electron paramagnetic resonance (EPR) spectra was recorded on JEOL EMX EPR spectrometer with operating at 77 K by using an X-band (9.65 GHZ and 0.94 m).,kelvin
147,"After reduced in-situ at 500 °C for 1 h, the sample was cooled to 50 °C in an H2 flow.",celcius
148,The autoclave was heated from room temperature to 235 °C at a desired heating rate.,temperature
149,The autoclave was heated from room temperature to 235 °C at a desired heating rate.,celcius
150,"The liquid products were analyzed by using gas chromatography (GC, Agilent 7890A/5975C) equipped with the flame ionization detector (FID) and a HP-5 capillary column (30 m × 0.25 mm × 0.25 μm).",molarity
151,"After reaction, the reactor was cooled to room temperature.",temperature
152,"The closed vessel was purged with N2 (3 times), heated to desired temperature (120 °C) and pressurized with H2 (1.034 MPa).",temperature
153,"The closed vessel was purged with N2 (3 times), heated to desired temperature (120 °C) and pressurized with H2 (1.034 MPa).",celcius
154,"microwave protocol: CEM Discover microwave reactor (model: 908010, USA) equipped with gas addition kit containing an in-situ fiber optic temperature controller, was loaded with 10 mL of substrate solution (0.001 M; cinnamaldehyde in DMF) and catalyst (0.05 g).",temperature
155,"microwave protocol: CEM Discover microwave reactor (model: 908010, USA) equipped with gas addition kit containing an in-situ fiber optic temperature controller, was loaded with 10 mL of substrate solution (0.001 M; cinnamaldehyde in DMF) and catalyst (0.05 g).",Molality
156,"microwave protocol: CEM Discover microwave reactor (model: 908010, USA) equipped with gas addition kit containing an in-situ fiber optic temperature controller, was loaded with 10 mL of substrate solution (0.001 M; cinnamaldehyde in DMF) and catalyst (0.05 g).",gram
157,"The major products of reaction were identified and quantified by FTIR (Spectrum Two UATR two, PerkinElmer, Inc. USA) and Gas chromatograph (Clarus 580, PerkinElmer, Inc. USA), RTx column (Catalog # 12338: ID 0.25 µm, film thickness 0.5 µm and length 30 m) with FID and internal standard n-nonane respectively.",molarity
158,"The morphology and weight percent composition of the samples were studied by Transmission Electron Microscopy (TEM: Model JEM-1010), Scanning Electron Microscopy (SEM: Model Hitachi S-4800) and Energy Dispersive X-ray Analyzer (EDX) (model: JSM5910-JEOL, Tokyo, Japan).",weight
159,This approach resulted in the H2Ti3O7 nanotubes achieving the set calcination temperature in ∼ 1–2 min.,temperature
160,"After calcination for a fixed time, the samples were removed from the furnace and allowed to quickly cool to room temperature.",temperature
161,"To prepare the 0.5 wt.% Au/xTiO2(t) and Au/P25 TiO2 photocatalysts, the titania support (2 g), Au3+ stock solution (12.5 mL), urea (5.04 g) and milli-Q water (187.5 mL) were added to a 500 ml glass Schott bottle, then heated with constant stirring at 80 °C for 8 h. The obtained pale yellow powders were collected by centrifugation, washed repeatedly with milli-Q, then air dried at 60 °C overnight.",gram
162,"To prepare the 0.5 wt.% Au/xTiO2(t) and Au/P25 TiO2 photocatalysts, the titania support (2 g), Au3+ stock solution (12.5 mL), urea (5.04 g) and milli-Q water (187.5 mL) were added to a 500 ml glass Schott bottle, then heated with constant stirring at 80 °C for 8 h. The obtained pale yellow powders were collected by centrifugation, washed repeatedly with milli-Q, then air dried at 60 °C overnight.",celcius
163,"For the preparation of the 0.5 wt.% Pd/xTiO2(t) and Pd/P25 TiO2 photocatalysts, Pd2+ stock solution (16.78 mL), urea (5.04 g) and titania support (2 g) and milli-Q (183.22 mL) were added to a Schott bottle, then heated with constant stirring at 80 °C for 8 h. The resulting powders were collected by centrifugation, washed repeatedly with milli-Q and dried at 60 °C.",gram
164,"For the preparation of the 0.5 wt.% Pd/xTiO2(t) and Pd/P25 TiO2 photocatalysts, Pd2+ stock solution (16.78 mL), urea (5.04 g) and titania support (2 g) and milli-Q (183.22 mL) were added to a Schott bottle, then heated with constant stirring at 80 °C for 8 h. The resulting powders were collected by centrifugation, washed repeatedly with milli-Q and dried at 60 °C.",celcius
165,The obtained powders were then heated to 500 °C for 2 h in a H2/N2 flow (10 vol.% H2) to reduce adsorbed cationic species to the metallic form.,celcius
166,"A similar procedure was used for the preparation of the bimetallic Pd-Au/xTiO2(t) and Pd-Au/P25 TiO2 photocatalysts, using appropriate amounts of the Pd(II) and Au(III) stock solutions to achieve the desired nominal Pd and Au weight loadings (both 0.25 wt.%, total metal loading 0.5 wt.%).",weight
167,"Reduction at 500 °C for 2 h in a H2/N2 flow was used to transform the cationic species to their metallic form (Pd° and Au°, respectively).",celcius
168,Photoluminescence measurements of radiative electron-hole pair recombination in the TiO2-based photocatalysts were performed in air at room temperature using a Perkin-Elmer LS-55 Luminescence Spectrometer.,temperature
169,"Experiments were performed in a doubled-jacketed borosilicate glass beaker (250 ml internal volume, internal diameter 7.0 cm, depth 6.5 cm) that was connected to a continuous cold water supply to maintain a constant temperature of 20 °C.",temperature
170,"Experiments were performed in a doubled-jacketed borosilicate glass beaker (250 ml internal volume, internal diameter 7.0 cm, depth 6.5 cm) that was connected to a continuous cold water supply to maintain a constant temperature of 20 °C.",celcius
171,"Experiments were performed in a doubled-jacketed borosilicate glass beaker (250 ml internal volume, internal diameter 7.0 cm, depth 6.5 cm) that was connected to a continuous cold water supply to maintain a constant temperature of 20 °C.",volume
172,Photoluminescence measurements were then performed at room temperature using a Perkin-Elmer LS-55 Luminescence Spectrometer.,temperature
173,"The catalyst was first reduced for 5 h by pure H2 at 600 °C, subsequently cooled to 100 °C under H2 flow and then swept by Ar for 2 h to eliminate the residual H2.",celcius
174,"For the reduced samples, the reduction proceeded on the in-situ cell at 500 °C for 3 h in the flow of H2 and then transferred to the XPS chamber to avoid any exposure to air.",celcius
175,"Before the catalytic tests, the perovskites were transformed into active catalysts by reduction at 600 °C for 5 h under a pure H2 flow.",celcius
176,"When the reactor cooled to the reaction temperature, the premixed syngas was introduced to eliminate the residual H2.",temperature
177,The mass-flow controllers were employed to adjust the weight hourly space velocity (WHSV) of feed gas.,weight
178,"(2) X co = n co , i n l e t - n co , o u t l e t n co , i n l e t × 100 % (3) S i = M i × N i ∑ M i × N i × 100 % where n co , i n l e t and n co , o u t l e t are the molarity of CO at inlet and outlet, respectively; M i and N i are the molarity of product i and the carbon number of product i, respectively.",molarity
179,"(2) X co = n co , i n l e t - n co , o u t l e t n co , i n l e t × 100 % (3) S i = M i × N i ∑ M i × N i × 100 % where n co , i n l e t and n co , o u t l e t are the molarity of CO at inlet and outlet, respectively; M i and N i are the molarity of product i and the carbon number of product i, respectively.",Molality
180,"First, SiO2 microspheres were dispersed in deionized water to form a SiO2 suspension with SiO2/water weight ratio of 1:50, and a certain amount of Cu(NO3)2·3H2O and/or Zn(NO3)2·6H2O was added to a diluted ammonia solution (6.7 wt%) to form a dark blue transparent liquid.",weight
181,"60 mL deionized water, 2 mL FFR and 0.3 g reduced catalyst were mixed in the autoclave and vigorously stirred at 800 rpm.",gram
182,A BIAODE PCA-120 instrument was used to perform temperature programmed reduction in hydrogen (H2-TPR) to characterize the reduction behaviors of copper oxides in the catalysts.,temperature
183,The sample was heated from room temperature to 300°C and maintained for1 h and the consumed hydrogen was denoted as A. Ar gas with a flow rate of 40 mL/min was then used to flush the samples for 30 min.,temperature
184,An autoclave with a volume of 10 mL was used as the reactor to perform the catalytic experiments.,volume
185,"After that, the reactor was heated from room temperature to the specific reaction temperature with a stirring rate of 500 rpm.",temperature
186,"After reaching the desired reaction temperature, the reactor was maintained at the setting temperature for specific reaction time for the reaction to take place.",temperature
187,"After finishing the reaction, the reactor was cooled down to room temperature and then the liquid product was centrifuged to separate the used catalysts.",temperature
188,"Finally, the sample was heated from 30 °C to 350 °C at a rate of 10 °C/min in 5% H2 /N2 gas with a flow of 30 mL/min and then cooled to room temperature (during which the H2 consumption is recorded as A2).",temperature
189,"Finally, the sample was heated from 30 °C to 350 °C at a rate of 10 °C/min in 5% H2 /N2 gas with a flow of 30 mL/min and then cooled to room temperature (during which the H2 consumption is recorded as A2).",celcius
190,"The reactor was first filled with some H2 and heated to the predetermined temperature (80–140 °C), after which the H2 was adjusted to the final desired pressure (1.0–1.8 MPa).",temperature
191,"The reactor was first filled with some H2 and heated to the predetermined temperature (80–140 °C), after which the H2 was adjusted to the final desired pressure (1.0–1.8 MPa).",pressure
192,"The reactor was first filled with some H2 and heated to the predetermined temperature (80–140 °C), after which the H2 was adjusted to the final desired pressure (1.0–1.8 MPa).",celcius
193,"After reactions, the reactor was cooled down to room temperature in water, and the liquid products were analyzed by gas chromatography (BFRL SP-3420A, China) using a HP-5 column (30 m × 0.32 mm × 0.25 μm) and a flame ionization detector (FID).",temperature
194,"After reactions, the reactor was cooled down to room temperature in water, and the liquid products were analyzed by gas chromatography (BFRL SP-3420A, China) using a HP-5 column (30 m × 0.32 mm × 0.25 μm) and a flame ionization detector (FID).",molarity
