,sentence,catalyst
124,"The model experiments for investigating the reaction conditions for the hydrogenation of xylose or furfural were carried out as follows: xylose (0.10–1.0g), 5.0wt% Pd/C catalyst (0.10–2.0g), and 0–3.0wt% phosphorous acid aqueous solution (10mL) were placed into the autoclave.",Pd
125,"The procedure for investigating the hydrogenation of the hydrolysate containing xylose or furfural obtained by the hydrothermal treatment of the napier grass was as follows: the aqueous phase solution after the treatment (5.0mL, 3.0wt% phosphorous acid at 160°C for 15min or 3.0wt% phosphoric acid at 180°C for 30min) and 5.0wt% Pd/C catalyst (0.03–1.40g) were placed into the autoclave.",Pd
126,2.2.4 Preparation of Mo2N/Mn0.3Cd0.7S/CoPi (Mo/MCS/Co) composites Cobalt phosphate cocatalyst was loaded on the Mo/MCS sample by photodeposition method.,Mo2N
127,2.2.4 Preparation of Mo2N/Mn0.3Cd0.7S/CoPi (Mo/MCS/Co) composites Cobalt phosphate cocatalyst was loaded on the Mo/MCS sample by photodeposition method.,CoPi
128,2.2.4 Preparation of Mo2N/Mn0.3Cd0.7S/CoPi (Mo/MCS/Co) composites Cobalt phosphate cocatalyst was loaded on the Mo/MCS sample by photodeposition method.,Mo
129,2.2.4 Preparation of Mo2N/Mn0.3Cd0.7S/CoPi (Mo/MCS/Co) composites Cobalt phosphate cocatalyst was loaded on the Mo/MCS sample by photodeposition method.,Co
130,2.2.4 Preparation of Mo2N/Mn0.3Cd0.7S/CoPi (Mo/MCS/Co) composites Cobalt phosphate cocatalyst was loaded on the Mo/MCS sample by photodeposition method.,Mo
131,"Nitrogen physisorption was conducted in an Thermo Fisher Ultra Surfer after degassing the calcined catalyst samples at 200 °C for 3 h in vacuum, and the samples of spent catalysts at 120 °C for 5 h. X-ray diffraction (XRD) was conducted to identify crystalline phases and to determine the crystallite sizes of nickel species.",nickel
132,"M/TiO2 photocatalyst precursors before final H2 reduction and calcination treatments, respectively); Pd/TiO2 obtained by reduction of PdO/TiO2 at 500°C in a H2/N2 flow; Au/TiO2 obtained by calcination of Au(OH)3/TiO2 at 350°C; and associated reference materials.",TiO2
133,"M/TiO2 photocatalyst precursors before final H2 reduction and calcination treatments, respectively); Pd/TiO2 obtained by reduction of PdO/TiO2 at 500°C in a H2/N2 flow; Au/TiO2 obtained by calcination of Au(OH)3/TiO2 at 350°C; and associated reference materials.",PdO
134,"M/TiO2 photocatalyst precursors before final H2 reduction and calcination treatments, respectively); Pd/TiO2 obtained by reduction of PdO/TiO2 at 500°C in a H2/N2 flow; Au/TiO2 obtained by calcination of Au(OH)3/TiO2 at 350°C; and associated reference materials.",TiO2
135,"M/TiO2 photocatalyst precursors before final H2 reduction and calcination treatments, respectively); Pd/TiO2 obtained by reduction of PdO/TiO2 at 500°C in a H2/N2 flow; Au/TiO2 obtained by calcination of Au(OH)3/TiO2 at 350°C; and associated reference materials.",TiO2
136,"M/TiO2 photocatalyst precursors before final H2 reduction and calcination treatments, respectively); Pd/TiO2 obtained by reduction of PdO/TiO2 at 500°C in a H2/N2 flow; Au/TiO2 obtained by calcination of Au(OH)3/TiO2 at 350°C; and associated reference materials.",Au
137,"M/TiO2 photocatalyst precursors before final H2 reduction and calcination treatments, respectively); Pd/TiO2 obtained by reduction of PdO/TiO2 at 500°C in a H2/N2 flow; Au/TiO2 obtained by calcination of Au(OH)3/TiO2 at 350°C; and associated reference materials.",TiO2
138,"M/TiO2 photocatalyst precursors before final H2 reduction and calcination treatments, respectively); Pd/TiO2 obtained by reduction of PdO/TiO2 at 500°C in a H2/N2 flow; Au/TiO2 obtained by calcination of Au(OH)3/TiO2 at 350°C; and associated reference materials.",Pd
139,"M/TiO2 photocatalyst precursors before final H2 reduction and calcination treatments, respectively); Pd/TiO2 obtained by reduction of PdO/TiO2 at 500°C in a H2/N2 flow; Au/TiO2 obtained by calcination of Au(OH)3/TiO2 at 350°C; and associated reference materials.",TiO2
140,"2.3.6 NH3-temperature-programmed desorption (NH3-TPD) analysis The acidic properties of the catalysts were analyzed by temperature-programmed desorption of ammonia (NH3-TPD) in an Autochem 2920 II instrument from Micromeritics system with a thermal conductivity detector (TCD) to measure the NH3 desorption and an on-line mass spectrometer (Pfeiffer Vacuum, model ThermoStar™ GSD 301 T) to detect various species (ions of m/z = 17, 18, 28, 30, 32 and 44 for NH3, H2O, N2, NO, O2 and N2O, respectively) the effluent stream during the NH3-TPD experiment.",N2O
141,"2.3.6 NH3-temperature-programmed desorption (NH3-TPD) analysis The acidic properties of the catalysts were analyzed by temperature-programmed desorption of ammonia (NH3-TPD) in an Autochem 2920 II instrument from Micromeritics system with a thermal conductivity detector (TCD) to measure the NH3 desorption and an on-line mass spectrometer (Pfeiffer Vacuum, model ThermoStar™ GSD 301 T) to detect various species (ions of m/z = 17, 18, 28, 30, 32 and 44 for NH3, H2O, N2, NO, O2 and N2O, respectively) the effluent stream during the NH3-TPD experiment.",NO
142,"2.3.8 Pyridine diffuse reflectance infrared fourier transform spectroscopy (DRIFTS) analysis Brønsted (BAS) and Lewis (LAS) acid sites of different ZSM-5 based catalysts were differentiated by DRIFTS analysis using Frontier IR spectrometer (Perkin Elmer), DiffusIR® accessory from Pike Scientific and pyridine as the probe molecule.",pyridine
143,"2.3.8 Pyridine diffuse reflectance infrared fourier transform spectroscopy (DRIFTS) analysis Brønsted (BAS) and Lewis (LAS) acid sites of different ZSM-5 based catalysts were differentiated by DRIFTS analysis using Frontier IR spectrometer (Perkin Elmer), DiffusIR® accessory from Pike Scientific and pyridine as the probe molecule.",Pyridine
144,"Consequently, the effects of the ligand can be ruled out, and the intrinsic activity of the Pt-based catalysts in water is truly reflected in the selective hydrogenation reaction.",Pt
145,"2.2.2 Preparation of supported Pt-based catalysts In a typical synthesis of the supported Pt catalyst, Pt(acac)2 (100 mg, 0.25 mmol), 40 mL of benzyl alcohol and 800 mg of dry support were mixed together at room temperature and then stirred for 10 min.",Pt
146,"2.2.2 Preparation of supported Pt-based catalysts In a typical synthesis of the supported Pt catalyst, Pt(acac)2 (100 mg, 0.25 mmol), 40 mL of benzyl alcohol and 800 mg of dry support were mixed together at room temperature and then stirred for 10 min.",Pt
147,"For supported PtFe catalysts, the same preparation procedure was used and certain amounts of Pt(acac)2 and Fe(acac)3 were employed as metal precursors to obtain the desired Pt/Fe mole ratio.",PtFe
148,"For supported PtFe catalysts, the same preparation procedure was used and certain amounts of Pt(acac)2 and Fe(acac)3 were employed as metal precursors to obtain the desired Pt/Fe mole ratio.",Pt
149,"For supported PtFe catalysts, the same preparation procedure was used and certain amounts of Pt(acac)2 and Fe(acac)3 were employed as metal precursors to obtain the desired Pt/Fe mole ratio.",Fe
150,The Pt loadings were fixed at approximately 6.2 wt% for all Pt-based catalysts and confirmed by ICP-OES measurements.,Pt
151,The Pt loadings were fixed at approximately 6.2 wt% for all Pt-based catalysts and confirmed by ICP-OES measurements.,Pt
152,The structural model for the FePt surface in the present calculations was built based on previously reported characterization results for the Pt3Fe NP catalysts .,FePt
153,The structural model for the FePt surface in the present calculations was built based on previously reported characterization results for the Pt3Fe NP catalysts .,Pt3Fe
154,Nickel and aluminum granules and ruthenium or rhodium powder were used as metals for the preparation of alloy catalysts.,ruthenium
155,Nickel and aluminum granules and ruthenium or rhodium powder were used as metals for the preparation of alloy catalysts.,rhodium
156,Nickel and aluminum granules and ruthenium or rhodium powder were used as metals for the preparation of alloy catalysts.,Nickel
157,Nickel and aluminum granules and ruthenium or rhodium powder were used as metals for the preparation of alloy catalysts.,aluminum
158,"To determine the amounts of Ru and Cu loaded on catalysts and amounts of metals leached, inductively coupled plasma atomic emission spectroscopy (ICP-AES) was conducted on an Optima-4300DV (PerkinElmer).",Ru
159,"To determine the amounts of Ru and Cu loaded on catalysts and amounts of metals leached, inductively coupled plasma atomic emission spectroscopy (ICP-AES) was conducted on an Optima-4300DV (PerkinElmer).",Cu
160,(9)) is generally catalyzed by a nickel-based catalyst at temperatures ranging from 900 to 1200 °K and at pressures from 5 to 25 bars.,nickel
161,(8) 2 C O ( g ) → C O 2 ( g ) + C ( s ) The solid carbon formation during steam reforming process should be avoided so as not to decrease the conversion efficiency of the catalyst.,C
162,"TiO2, TiO2/WO3, and TiO2/Na2WO4.2H2O fibers (catalysts) were obtained by electrospinning following the preparation of solutions containing the precursors: titanium propoxide (Sigma-Aldrich), glacial acetic acid (Neon), polyvinylpyrrolidone (Sigma-Aldrich), anhydrous ethyl alcohol (Zeppelin), tungstic acid (Sigma-Aldrich), sodium tungstate dihydrate (Dynamics), hydrogen peroxide (Sigma-Aldrich), and the TiO2–P25 (Evonik) as a reference standard.",WO3
163,"TiO2, TiO2/WO3, and TiO2/Na2WO4.2H2O fibers (catalysts) were obtained by electrospinning following the preparation of solutions containing the precursors: titanium propoxide (Sigma-Aldrich), glacial acetic acid (Neon), polyvinylpyrrolidone (Sigma-Aldrich), anhydrous ethyl alcohol (Zeppelin), tungstic acid (Sigma-Aldrich), sodium tungstate dihydrate (Dynamics), hydrogen peroxide (Sigma-Aldrich), and the TiO2–P25 (Evonik) as a reference standard.",TiO2
164,"TiO2, TiO2/WO3, and TiO2/Na2WO4.2H2O fibers (catalysts) were obtained by electrospinning following the preparation of solutions containing the precursors: titanium propoxide (Sigma-Aldrich), glacial acetic acid (Neon), polyvinylpyrrolidone (Sigma-Aldrich), anhydrous ethyl alcohol (Zeppelin), tungstic acid (Sigma-Aldrich), sodium tungstate dihydrate (Dynamics), hydrogen peroxide (Sigma-Aldrich), and the TiO2–P25 (Evonik) as a reference standard.",TiO2
165,"TiO2, TiO2/WO3, and TiO2/Na2WO4.2H2O fibers (catalysts) were obtained by electrospinning following the preparation of solutions containing the precursors: titanium propoxide (Sigma-Aldrich), glacial acetic acid (Neon), polyvinylpyrrolidone (Sigma-Aldrich), anhydrous ethyl alcohol (Zeppelin), tungstic acid (Sigma-Aldrich), sodium tungstate dihydrate (Dynamics), hydrogen peroxide (Sigma-Aldrich), and the TiO2–P25 (Evonik) as a reference standard.",TiO2
166,"TiO2, TiO2/WO3, and TiO2/Na2WO4.2H2O fibers (catalysts) were obtained by electrospinning following the preparation of solutions containing the precursors: titanium propoxide (Sigma-Aldrich), glacial acetic acid (Neon), polyvinylpyrrolidone (Sigma-Aldrich), anhydrous ethyl alcohol (Zeppelin), tungstic acid (Sigma-Aldrich), sodium tungstate dihydrate (Dynamics), hydrogen peroxide (Sigma-Aldrich), and the TiO2–P25 (Evonik) as a reference standard.",TiO2
167,"A scanning electron microscope (SEM, JEOL JSM 6060 equipped with an EDS spectrophotometer) was used to assess catalysts morphology and identify the amounts of Na, W, Ti, and O atoms in the sample, depending on the composition of the precursors.",Na
168,"A scanning electron microscope (SEM, JEOL JSM 6060 equipped with an EDS spectrophotometer) was used to assess catalysts morphology and identify the amounts of Na, W, Ti, and O atoms in the sample, depending on the composition of the precursors.",Ti
169,"The sample (100 mg) was priorly heated from room temperature to 323 K at 10 K/min in He, dwelling for 30 min; afterward, H2 was flushed (20 mL/min) heating to 523 K at 5 K/min, dwelling for 2 hours; maintaining the same temperature, He was used again for 1 h. After cooling down, the catalyst was titrated by H2 pulses, assuming an adsorption stoichiometry 1:1 for Pt:H. The performance of the reaction was estimated using four parameters conventionally used in the APR literature: • the carbon to gas conversion, defined as the ratio between the moles of carbon in the gas product molfinCgas and the moles of carbon in the feed molinCfeedstock (eq.9); • the H2 gas distribution, defined as the ratio between the moles of hydrogen present in the gas phase as molecular hydrogen (molfinH2 ) after the reaction and the moles of total hydrogen present in the final gas phase (that is, also as alkanes) (eq.10); • the H2 productivity is defined as the moles of hydrogen produced mmolfinH2 divided by the moles of carbon in the feed molinCfeedstock (eq.",Pt
170,All Ru-based catalysts were prepared by the incipient wetness impregnation method and dry commercial CeO2 particles were employed as the support.,Ru
171,All Ru-based catalysts were prepared by the incipient wetness impregnation method and dry commercial CeO2 particles were employed as the support.,CeO2
172,"A series of CeO2-supported Ru, Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3, SnCl2 and H3BO3 as the precursors.",CeO2
173,"A series of CeO2-supported Ru, Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3, SnCl2 and H3BO3 as the precursors.",RuCl3
174,"A series of CeO2-supported Ru, Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3, SnCl2 and H3BO3 as the precursors.",Sn
175,"A series of CeO2-supported Ru, Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3, SnCl2 and H3BO3 as the precursors.",SnCl2
176,"A series of CeO2-supported Ru, Sn or/and B catalysts with the theoretical molar ratios were synthesized using RuCl3, SnCl2 and H3BO3 as the precursors.",Ru
177,The catalyst was finally obtained after reduction process in a tube furnace under 60 mL/min of 15 vol.% H2/Ar flow at 350 °C for 3 h with a heating rate of 2 °C/min.,Ar
178,"The accurate loading amounts of Ru, Sn and B in the catalysts were verified with the ICP-OES analyses and the data were summarized in Table 1 .",Ru
179,"The accurate loading amounts of Ru, Sn and B in the catalysts were verified with the ICP-OES analyses and the data were summarized in Table 1 .",Sn
180,"Inductively coupled plasma-optical emission spectrometry (ICP-OES, Perkin Elmer, Avio 200) was used to measure the Ru, Sn and B loadings in different catalysts.",Sn
181,"Inductively coupled plasma-optical emission spectrometry (ICP-OES, Perkin Elmer, Avio 200) was used to measure the Ru, Sn and B loadings in different catalysts.",Ru
182,"The reference experiments were also carried out to clarify the exchange degrees between three kinds of primary hydrogenated products (CALA, HCALD and HCALA) and pure D2O in the absence of the Ru catalysts.",Ru
