Title,Pub_name,DOI,Link
"Switching production of γ-valerolactone and 1,4-pentanediol from ethyl levulinate via tailoring alkaline sites of CuMg catalyst and hydrogen solubility in reaction medium",Molecular Catalysis,10.1016/j.mcat.2021.111680,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2021.111680?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Nano-pyramid-type Co-ZnO/NC for hydrogen transfer cascade reaction between alcohols and nitrobenzene,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.120288,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2021.120288?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen generation by gasification of phenol and alcohols in supercritical water,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.08.086,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2020.08.086?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic hydrogenation of furfural to furfuryl alcohol on hydrotalcite-derived Cu<ce:inf loc=post>x</ce:inf>Ni<ce:inf loc=post>3−x</ce:inf>AlO<ce:inf loc=post>y</ce:inf> mixed-metal oxides,Journal of Catalysis,10.1016/j.jcat.2021.10.009,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2021.10.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
MOF-derived hcp-Co nanoparticles encapsulated in ultrathin graphene for carboxylic acids hydrogenation to alcohols,Journal of Catalysis,10.1016/j.jcat.2021.05.013,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2021.05.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective production of furfuryl alcohol from furfural by catalytic transfer hydrogenation over commercial aluminas,Applied Catalysis A: General,10.1016/j.apcata.2018.02.022,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2018.02.022?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Electricity-enhanced anaerobic, non-photosynthetic mixotrophy by <ce:italic>Clostridium carboxidivorans</ce:italic> with increased carbon efficiency and alcohol production",Energy Conversion and Management,10.1016/j.enconman.2021.115118,https://api.elsevier.com/content/article/doi/10.1016/j.enconman.2021.115118?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic transfer hydrogenation of biomass-derived furfural to furfuryl alcohol with formic acid as hydrogen donor over CuCs-MCM catalyst,Chinese Chemical Letters,10.1016/j.cclet.2020.07.044,https://api.elsevier.com/content/article/doi/10.1016/j.cclet.2020.07.044?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
In-situ hydrogenation of furfural conversion to furfuryl alcohol via aqueous-phase reforming of methanol,Applied Catalysis A: General,10.1016/j.apcata.2019.05.031,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2019.05.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Bimetal-modified g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> photocatalyst for promoting hydrogen production coupled with selective oxidation of biomass derivative,Journal of Alloys and Compounds,10.1016/j.jallcom.2021.163177,https://api.elsevier.com/content/article/doi/10.1016/j.jallcom.2021.163177?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Budget MOF-derived catalyst to realize full conversion from furfural to furfuryl alcohol,Molecular Catalysis,10.1016/j.mcat.2021.112092,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2021.112092?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen Production via Electroreforming,Reference Module in Earth Systems and Environmental Sciences,10.1016/B978-0-12-819727-1.00052-2,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-819727-1.00052-2?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Hydrogen and ethanol: Production, storage, and transportation",International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.06.027,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2021.06.027?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Robust cobalt oxide catalysts for controllable hydrogenation of carboxylic acids to alcohols,Chinese Journal of Catalysis,10.1016/S1872-2067(17)63003-1,https://api.elsevier.com/content/article/doi/10.1016/S1872-2067(17)63003-1?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Maximization of furanic compounds formation by dehydration and hydrogenation of xylose in one step over SO<ce:inf loc=post>3</ce:inf>–H functionalized H-β catalyst in alcohol media,Biomass and Bioenergy,10.1016/j.biombioe.2020.105646,https://api.elsevier.com/content/article/doi/10.1016/j.biombioe.2020.105646?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Theoretical study of hydrogen bonding in complex alcohol liquid mixtures,Journal of Molecular Liquids,10.1016/j.molliq.2019.112331,https://api.elsevier.com/content/article/doi/10.1016/j.molliq.2019.112331?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production through methane reforming processes using promoted-Ni/mesoporous silica: A review,Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2021.12.006,https://api.elsevier.com/content/article/doi/10.1016/j.jiec.2021.12.006?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of surface properties of copper-modified commercial titanium dioxide photocatalysts on hydrogen production through photoreforming of alcohols,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.09.093,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2017.09.093?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from alcohol wastewater by an anaerobic sequencing batch reactor under thermophilic operation: Nitrogen and phosphorous uptakes and transformation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.04.129,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.04.129?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Performant Au hydrogenation catalyst cooperated with Cu-doped Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> for selective conversion of furfural to furfuryl alcohol at ambient pressure,Green Energy & Environment,10.1016/j.gee.2020.05.005,https://api.elsevier.com/content/article/doi/10.1016/j.gee.2020.05.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Novel Au/TiO<ce:inf loc=post>2</ce:inf> photocatalysts for hydrogen production in alcohol–water mixtures based on hydrogen titanate nanotube precursors,Journal of Catalysis,10.1016/j.jcat.2015.07.014,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2015.07.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Application of density functional theory and machine learning in heterogenous-based catalytic reactions for hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.10.208,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2021.10.208?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A review on particulate photocatalytic hydrogen production system: Progress made in achieving high energy conversion efficiency and key challenges ahead,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2021.111694,https://api.elsevier.com/content/article/doi/10.1016/j.rser.2021.111694?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Application of density functional theory and machine learning in heterogenous-based catalytic reactions for hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.10.208,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2021.10.208?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Dual functions of CoO<ce:italic><ce:inf loc=post>x</ce:inf></ce:italic> decoration in PtCo/CeO<ce:inf loc=post>2</ce:inf> catalysts for the hydrogen-borrowing amination of alcohols to primary amines,Journal of Catalysis,10.1016/j.jcat.2019.08.024,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2019.08.024?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hybrid Water Electrolysis: A New Sustainable Avenue for Energy-Saving Hydrogen Production,Sustainable Horizons,10.1016/j.horiz.2021.100002,https://api.elsevier.com/content/article/doi/10.1016/j.horiz.2021.100002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from alcohol wastewater with added fermentation residue by an anaerobic sequencing batch reactor (ASBR) under thermophilic operation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.04.105,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2014.04.105?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Over-faradaic hydrogen production in methanol electrolysis cells,Chemical Engineering Journal,10.1016/j.cej.2020.125217,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2020.125217?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic hydrogenation of furfural to tetrahydrofurfuryl alcohol using competitive nickel catalysts supported on mesoporous clays,Applied Catalysis A: General,10.1016/j.apcata.2020.117903,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2020.117903?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Hydrogen generation by photocatalytic reforming of potential biofuels: Polyols, cyclic alcohols, and saccharides",Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2018.01.031,https://api.elsevier.com/content/article/doi/10.1016/j.jphotochem.2018.01.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Water-involved tandem conversion of aryl ethers to alcohols over metal phosphide catalyst,Chemical Engineering Journal,10.1016/j.cej.2022.134911,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2022.134911?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Disruption of lactate dehydrogenase and alcohol dehydrogenase for increased hydrogen production and its effect on metabolic flux in <ce:italic>Enterobacter aerogenes</ce:italic>,Bioresource Technology,10.1016/j.biortech.2015.06.149,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2015.06.149?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Evaluation of the ZrO<ce:inf loc=post>2</ce:inf>/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> system as catalysts in the catalytic transfer hydrogenation of furfural to obtain furfuryl alcohol,Applied Catalysis A: General,10.1016/j.apcata.2020.117905,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2020.117905?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Cu-Al spinel-oxide catalysts for selective hydrogenation of furfural to furfuryl alcohol,Catalysis Today,10.1016/j.cattod.2020.04.066,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2020.04.066?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Magnetic Fe<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf> nanoparticles as easily separable catalysts for efficient catalytic transfer hydrogenation of biomass-derived furfural to furfuryl alcohol,Applied Catalysis A: General,10.1016/j.apcata.2020.117709,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2020.117709?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
PVA/Pt/N-TiO<ce:inf loc=post>2</ce:inf>/SrTiO<ce:inf loc=post>3</ce:inf> porous films with adjustable pore size for hydrogen production under simulated sunlight,Journal of Colloid and Interface Science,10.1016/j.jcis.2020.04.011,https://api.elsevier.com/content/article/doi/10.1016/j.jcis.2020.04.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly conductive NiSe<ce:inf loc=post>2</ce:inf> nanoparticle as a co-catalyst over TiO<ce:inf loc=post>2</ce:inf> for enhanced photocatalytic hydrogen production,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121159,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2022.121159?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
All solid-state Z‑scheme CeO<ce:inf loc=post>2</ce:inf>/ZnIn<ce:inf loc=post>2</ce:inf>S<ce:inf loc=post>4</ce:inf> hybrid for the photocatalytic selective oxidation of aromatic alcohols coupled with hydrogen evolution,Applied Catalysis B: Environmental,10.1016/j.apcatb.2020.119235,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2020.119235?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Production of hydrogen rich bio-oil derived syngas from co-gasification of bio-oil and waste engine oil as feedstock for lower alcohols synthesis in two-stage bed reactor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.04.008,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2014.04.008?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Flame spray-synthesized Pt-Co/TiO<ce:inf loc=post>2</ce:inf> catalysts for the selective hydrogenation of furfural to furfuryl alcohol,Catalysis Communications,10.1016/j.catcom.2020.106246,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2020.106246?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Efficient hydrogenation of furfural to furfuryl alcohol by magnetically recoverable RuCo bimetallic catalyst,Green Energy & Environment,10.1016/j.gee.2020.09.014,https://api.elsevier.com/content/article/doi/10.1016/j.gee.2020.09.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogenation of benzoic acid to benzyl alcohol over Pt/SnO<ce:inf loc=post>2</ce:inf>,Applied Catalysis A: General,10.1016/j.apcata.2020.117420,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2020.117420?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Efficient visible light initiated one-pot syntheses of secondary amines from nitro aromatics and benzyl alcohols over Pd@NH<ce:inf loc=post>2</ce:inf>-UiO-66(Zr),Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.121031,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2021.121031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from alcohol distillery wastewater containing high potassium and sulfate using an anaerobic sequencing batch reactor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.07.080,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.07.080?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Preparation of Ni, CoO-supported halloysite nanotube catalyst and its application in the hydrogenation of furfural to furfuryl alcohol",Applied Clay Science,10.1016/j.clay.2020.105761,https://api.elsevier.com/content/article/doi/10.1016/j.clay.2020.105761?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Room-temperature chemical looping hydrogen production mediated by electrochemically induced heterogeneous Cu(I)/Cu(II) redox,Chem Catalysis,10.1016/j.checat.2021.11.003,https://api.elsevier.com/content/article/doi/10.1016/j.checat.2021.11.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhancing photo fermentative hydrogen production using ethanol rich dark fermentation effluents,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.10.028,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2021.10.028?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Production of xylitol and tetrahydrofurfuryl alcohol from xylan in napier grass by a hydrothermal process with phosphorus oxoacids followed by aqueous phase hydrogenation,Bioresource Technology,10.1016/j.biortech.2014.05.112,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2014.05.112?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Higher alcohol production from ethanol over occluded [Mg<ce:inf loc=post>4</ce:inf>(OH)<ce:inf loc=post>4</ce:inf>]<ce:sup loc=post>4+</ce:sup> clusters in MgO/KNaX,Applied Catalysis A: General,10.1016/j.apcata.2022.118502,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2022.118502?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ethylene glycol as an alternative solvent approach for very efficient hydrogen production from sodium borohydride with phosphoric acid and acetic acid catalysts,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2022.01.131,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2022.01.131?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Simultaneous activation of copper mixed metal oxide catalysts in alcohols for gamma-valerolactone production from methyl levulinate,Applied Catalysis A: General,10.1016/j.apcata.2019.04.011,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2019.04.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of higher alcohols on the performances of a 1%Rh/MgAl<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>4</ce:inf>/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalyst for hydrogen production by crude bioethanol steam reforming,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.09.039,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2010.09.039?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
